variable,question,module,health_care_experience,coding
c1_10m,What was the delivery date? [month],Child,0,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c1_10y,What was the delivery date? [year],Child,0,"9999 ""Don't Know"""
c1_11,Was the child born alive or dead?,Child,0,"1 ""Alive"" 2 ""Dead"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_12,Did the baby ever cry?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_13,Did the baby ever move?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_14,Did the baby ever breathe?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_15,"Decedent never cried, moved or breathed",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_16,Were there any bruises or signs of injury on the baby's body at birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_17,Was the baby's body (skin and tissue) pulpy?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_18,Was any part of the baby physically abnormal at time of delivery?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_1,Abormalities: Head size very small at time of birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_2,Abormalities: Head size very large at time of birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_3,Abormalities: Mass defect on the back of head or spine,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_4a,Abormalities: Other,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_4b,"Abormalities: Other, specify",Child,0,
c1_19_5,Abormalities: Refused to Answer,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_6,Abormalities: Don't Know,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_20a,How old was the baby/child when the fatal illness started? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_20b,How old was the baby/child when the fatal illness started?,Child,0,
c1_21a,How long did the illness last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_21b,How long did the illness last?,Child,0,
c1_22a,Where did the deceased die?,Child,0,"1 ""Hospital"" 2 ""Other Health Facility"" 3 ""On Route to Health Facility"" 4 ""Home"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_24,What was the date of death? [specify units],Child,0,"1 ""Specified"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_24d,What was the date of death? [day],Child,0,"99 ""Don't Know"""
c1_24m,What was the date of death? [month],Child,0,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c1_24y,What was the date of death? [year],Child,0,"9999 ""Don't Know"""
c1_25a,How old was the deceased at the time of death? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_25b,How old was the deceased at the time of death?,Child,0,
c1_26,Mark the baby's age at the time of death.,Child,0,"0 ""Stillbirth"" 1 ""Less than 28 days"" 2 ""28 days to 11 years"""
c2_01_1,Complications: Mother had convulsions,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_2,Complications: Mother had hypertension,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_3,Complications: Mother had anemia,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_4,Complications: Mother had diabetes,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_5,Complications: Child delivered non-headfirst,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_6,Complications: Cord delivered first,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_7,Complications: Cord around child's neck,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_8,Complications: Excessive bleeding,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_9,Complications: Fever during labor,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_10,Complications: No complications,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_11,Complications: Refused to Answer,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_12,Complications: Don't know,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_13,Complications: Other specify,Child,0,
c2_01_14,Complications: Placenta came out first,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_02a,How many months long was the pregnancy? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_02b,How many months long was the pregnancy?,Child,0,
c2_03,"Did the pregnancy end early, on time, or late?",Child,0,"1 ""Early"" 2 ""On Time"" 3 ""Late"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_04,Was the baby moving in the last few days before the birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_05a,When did you (the mother) last feel the baby move? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_05b,When did you (the mother) last feel the baby move?,Child,0,
c2_06,Did the water break before labor or during labor?,Child,0,"1 ""Before"" 2 ""During"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_07,How much time before labor did the water break?,Child,0,"1 ""< 1 day"" 2 ""One day or more"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_08a,What was the color of the liquor when the water broke?,Child,0,"1 ""Green or brown"" 2 ""Clear (normal)"" 3 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_08b,"What was the color of the liquor when the water broke? [other color, specified]",Child,0,
c2_09,Was the liquor foul smelling?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_10a,How much time did the labor and delivery take? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_10b,How much time did the labor and delivery take?,Child,0,
c2_11,Did you (the mother) receive any vaccinations since reaching adulthood including during this pregnancy?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_12,How many doses?,Child,0,"1 ""One"" 2 ""Two"" 3 ""Three"" 4 ""Four"" 5 ""5 or More"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_13a,Where did the delivery occur?,Child,0,"1 ""Hospital"" 2 ""Other Health Facility"" 3 ""On Route to Health Facility"" 4 ""Home"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_13b,"Where did the delivery occur, other specified?",Child,0,
c2_15a,Who delivered the baby?,Child,0,"1 ""Doctor"" 2 ""Nurse/midwife"" 3 ""relative"" 4 ""Self/mother"" 5 ""Traditional birth attendant"" 6 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_15b,"Who delivered the baby? [other person, specified]",Child,0,
c2_17,Type of delivery,Child,0,"1 ""Vaginal with Forceps"" 2 ""Vaginal without Forceps"" 3 ""Vaginal Don't Know"" 4 ""C-Section"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_18,"During labor but before delivery, did you (the mother) receive any kind of injection?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_01,Were there any bruises or signs of injury on the baby's body at birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_02,Was any part of the baby physically abnormal at time of delivery?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_1,Abnormalities: Head size very small at time of birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_2,Abnormalities: Head size very large at time of birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_3,Abnormalities: Mass defect on the back of head or spine,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_4a,Abnormalities: Other,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_4b,"Abnormalities: Other, specified",Child,0,
c3_03_5,Abnormalities: Refused to Answer,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_6,Abnormalities: Don't know,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_04,Did the baby breathe immediately after birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_05,Did the baby have difficulty breathing?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_06,Was anything done to try to help the baby breathe at birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_07,Did the baby cry immediately after birth?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_08,How long after birth did the baby first cry?,Child,0,"1 ""Within 5 minutes"" 2 ""Within 6-30 min."" 3 ""More than 30 minutes"" 4 ""Never"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_09,Did the baby stop being able to cry?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_10,How long before the baby died did the baby stop crying?,Child,0,"1 ""< 1 day"" 2 ""One day or more"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_11,Was the baby able to suckle in a normal way during the first day of life?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_12,Did the baby ever suckle in a normal way?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_13,Did the baby stop being able to suckle in a normal way?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_14a,How long after birth did the baby stop suckling? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_14b,How long after birth did the baby stop suckling?,Child,0,
c3_15,How long before he/she died did the baby stop suckling?,Child,0,"1 ""< 1 day"" 2 ""One day or more"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_16,Was the baby able to open his/her mouth at the time he/she stopped sucking?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_17,"During the illness that led to death, did the baby have difficult breathing?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_18a,At what age did the difficult breathing start? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_18b,At what age did the difficult breathing start?,Child,0,
c3_19a,For how many days did the difficult breathing last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_19b,For how many days did the difficult breathing last?,Child,0,
c3_20,"During the illness that led to death, did the baby have fast breathing?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_21a,At what age did the fast breathing start? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_21b,At what age did the fast breathing start?,Child,0,
c3_22a,For how many days did the fast breathing last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_22b,For how many days did the fast breathing last?,Child,0,
c3_23,"During the illness that led to death, did the baby have indrawing of the chest?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_24,"During the illness that led to death, did the baby have grunting?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_25,During the illness that led to death did the baby have spasms or convulsions?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_26,"During the illness that led to death, did the baby have fever?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_27a,At what age did the fever start? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_27b,At what age did the fever start?,Child,0,
c3_28a,How many days did the fever last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_28b,How many days did the fever last?,Child,0,
c3_29,"During the illness that led to death, did the baby become cold to touch?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_30a,At what age did the baby start feeling cold to touch? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_30b,At what age did the baby start feeling cold to touch?,Child,0,
c3_31a,How many days did the baby feel cold to touch? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_31b,How many days did the baby feel cold to touch?,Child,0,
c3_32,"During the illness that led to death, did the baby become lethargic, after a period of normal activity?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_33,"During the illness that led to death, did the baby become unresponsive or unconscious?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_34,"During the illness that led to death, did the baby have a bulging fontanelle?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_35,"During the illness that led to death, did the baby have pus drainage from the umbilical cord stump?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_36,"During the illness that led to death, did the baby have redness of the umbilical cord stump?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_37,Did the redness of the umbilical cord stump extend onto the abdominal skin?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_38,"During the illness that led to death, did the baby have skin bumps containing pus or a single large area with pus?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_39,"During the illness that led to death, did the baby have ulcer(s) (pits)?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_40,"During the illness that led to death, did the baby have an area(s) of skin with redness and swelling?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_41,"During the illness that led to death, did he/she have areas of the skin that turned black?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_42,"During the illness that led to death, did the baby bleed from anywhere?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_43,Record from where the baby bled:,Child,0,
c3_44,"During the illness that led to death, did he/she have more frequent loose or liquid stools than usual?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_45a,How many stools did the baby have on the day that diarrhea/loose liquid stools were most frequent? [specify units],Child,0,"1 ""Specified"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_45b,How many stools did the baby have on the day that diarrhea/loose liquid stools were most frequent?,Child,0,
c3_46,"During the illness that led to death, did he/she vomit everything?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_47,"During the illness that led to death, did he/she have yellow skin?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_48,"During the illness that led to death, did the baby have yellow eyes?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_49,Did the infant appear to be healthy and then just die suddenly?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_01,"During the illness that led to death, did [name] have a fever?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_02a,How many days did the fever last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_02b,How many days did the fever last?,Child,0,
c4_03,Did the fever continue until death?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_04,How severe was the fever?,Child,0,"1 ""Mild"" 2 ""Moderate"" 3 ""Severe"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_05,What was the pattern of fever?,Child,0,"1 ""Continuous"" 2 ""On and Off"" 3 ""Only at Night"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_06,"During the illness that led to death, did [name] have more frequent loose or liquid stools than usual?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_07a,How many stools did [name] have on the day that loose liquid stools were most frequent? [specify units],Child,0,"1 ""Specified"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_07b,How many stools did [name] have on the day that loose liquid stools were most frequent?,Child,0,
c4_08a,How many days before death did the frequent loose or liquid stools start? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_08b,How many days before death did the frequent loose or liquid stools start?,Child,0,
c4_09,Did the frequent loose or liquid stools continue until death?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_10a,How many days before death did the loose or liquid stools stop? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_10b,How many days before death did the loose or liquid stools stop?,Child,0,
c4_11,Was there visible blood in the loose or liquid stools?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_12,"During the illness that led to death, did the child have a cough?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_13a,For how many days did the cough last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_13b,For how many days did the cough last?,Child,0,
c4_14,Was the cough very severe?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_15,Did the child vomit after he/she coughed?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_16,"During the illness that led to death, did [name] have difficult breathing?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_17a,For how many days did the difficult breathing last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_17b,For how many days did the difficult breathing last?,Child,0,
c4_18,"During the illness that led to death, did [name] have fast breathing?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_19a,For how many days did the fast breathing last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_19b,For how many days did the fast breathing last?,Child,0,
c4_20,"During the illness that led to death, did he/she have indrawing of the chest?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_22,Breathing: Stridor,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_23,Breathing: Grunting,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_24,Breathing: Wheezing,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_25,Did [name] experience any generalized convulsions or fits during the illness that led to death?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_26,Was [name] unconscious during the illness that led to death?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_27,How long before death did unconsciousness start?,Child,0,"1 ""<6 hours"" 2 ""6-23 hours"" 3 ""24 hours or more"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_28,Did [name] have a stiff neck during the illness that led to death?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_29,Did [name] have a bulging fontanelle during the illness that led to death?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_30,"During the month before he/she died, did [name] have a skin rash?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_31_1,Where was the rash?,Child,0,"1 ""Face"" 2 ""Trunk"" 3 ""Extremities"" 4 ""Everywhere"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_31_2,Where was the rash?,Child,0,"1 ""Face"" 2 ""Trunk"" 3 ""Extremities"" 4 ""Everywhere"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_32,Where did the rash start?,Child,0,"1 ""Face"" 2 ""Trunk"" 3 ""Extremities"" 4 ""Everywhere"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_33a,How many days did the rash last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_33b,How many days did the rash last?,Child,0,
c4_34,Did the rash have blisters containing clear fluid?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_35,"During the illness that led to death, did [name]'s limbs (legs, arms) become very thin?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_36,"During the illness that led to death, did [name] have swollen legs or feet?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_37a,How long did the swelling last? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_37b,How long did the swelling last?,Child,0,
c4_38,"During the illness that led to death, did [name]'s skin flake off in patches?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_39,Did [name]'s hair change in color to a reddish or yellowish color?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_40,Did [name] have a protruding belly?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_41,"During the illness that led to death, did [name] suffer from 'lack of blood' or 'pallor'?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_42,"During the illness that led to death, did [name] have swelling in the armpits?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_43,"During the illness that led to death, did [name] have a whitish rash inside the mouth or on the tongue?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_44,"During the illness that led to death, did [name] bleed from anywhere?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_45,Record from where he/she bled:,Child,0,
c4_46,"During the illness that led to death, did he/she have areas of the skin that turned black?",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_1,Decedent suffered road traffic injury,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_2,Decedent suffered fall,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_3,Decedent suffered drowning,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_4,Decedent suffered poisoning,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_5,Decedent suffered bite/sting,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_6,Decedent suffered burn/fire,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_7,Decedent victim of violence,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
